,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,PRECTOTCORR,factor_temp,eficiencia,POT_SUMINISTRADA,TIPO_DIA
0,2017,1,1,0,0.0,0.0,-1.14,0.0,1.01307,92.67,0.0,NUBLADO
1,2017,1,1,1,0.0,0.0,-0.88,0.0,1.01294,92.67,0.0,NUBLADO
2,2017,1,1,2,0.0,0.0,-0.7,0.0,1.01285,92.67,0.0,NUBLADO
3,2017,1,1,3,0.0,0.0,-0.6,0.0,1.0128,92.67,0.0,NUBLADO
4,2017,1,1,4,0.0,0.0,-0.85,0.0,1.01293,92.67,0.0,NUBLADO
5,2017,1,1,5,0.0,0.0,-1.27,0.0,1.01314,92.67,0.0,NUBLADO
6,2017,1,1,6,0.0,0.0,-1.4,0.0,1.0132,92.67,0.0,NUBLADO
7,2017,1,1,7,6.93,0.48,-1.73,0.0,1.01337,92.67,25.084089995284714,NUBLADO
8,2017,1,1,8,54.23,0.28,-1.1,0.0,1.01305,92.67,195.68571888491817,NUBLADO
9,2017,1,1,9,129.16,0.33,0.33,0.0,1.01234,92.67,462.7938758102071,NUBLADO
10,2017,1,1,10,204.11,0.38,2.74,0.0,1.01113,92.67,722.6377967731623,NUBLADO
11,2017,1,1,11,246.98,0.39,7.12,0.0,1.00894,92.67,855.3277798165675,NUBLADO
12,2017,1,1,12,298.52,0.46,8.23,0.0,1.00839,93.22,1034.0919581379471,NUBLADO
13,2017,1,1,13,242.88,0.41,8.48,0.0,1.00826,93.12,839.3714618948296,NUBLADO
14,2017,1,1,14,177.79,0.37,8.19,0.0,1.00841,93.06,614.9442608753703,NUBLADO
15,2017,1,1,15,109.92,0.34,6.89,0.0,1.00906,92.67,381.1161675129895,NUBLADO
16,2017,1,1,16,29.82,0.29,3.61,0.0,1.0107,92.67,105.11773379695715,NUBLADO
17,2017,1,1,17,0.0,0.0,2.29,0.0,1.00521,93.0,0.0,NUBLADO
18,2017,1,1,18,0.0,0.0,1.92,0.0,1.01154,92.67,0.0,NUBLADO
19,2017,1,1,19,0.0,0.0,1.54,0.0,1.01173,92.67,0.0,NUBLADO
20,2017,1,1,20,0.0,0.0,0.94,0.0,1.01203,92.67,0.0,NUBLADO
21,2017,1,1,21,0.0,0.0,0.45,0.0,1.01228,92.67,0.0,NUBLADO
22,2017,1,1,22,0.0,0.0,0.06,0.0,1.01247,92.67,0.0,NUBLADO
23,2017,1,1,23,0.0,0.0,-0.47,0.0,1.01274,92.67,0.0,NUBLADO
24,2017,1,2,0,0.0,0.0,-0.99,0.0,1.013,92.67,0.0,NUBLADO
25,2017,1,2,1,0.0,0.0,-0.88,0.0,1.01294,92.67,0.0,NUBLADO
26,2017,1,2,2,0.0,0.0,-0.34,0.0,1.01267,92.67,0.0,NUBLADO
27,2017,1,2,3,0.0,0.0,-0.01,0.0,1.01251,92.67,0.0,NUBLADO
28,2017,1,2,4,0.0,0.0,0.23,0.0,1.01239,92.67,0.0,NUBLADO
29,2017,1,2,5,0.0,0.0,0.3,0.0,1.01235,92.67,0.0,NUBLADO
30,2017,1,2,6,0.0,0.0,0.43,0.0,1.01229,92.67,0.0,NUBLADO
31,2017,1,2,7,5.93,0.42,0.49,0.0,1.01226,92.67,21.231004552274854,NUBLADO
32,2017,1,2,8,48.28,0.25,1.15,0.0,1.01193,92.67,172.2911286012339,NUBLADO
33,2017,1,2,9,130.77,0.34,1.94,0.0,1.01153,92.67,464.83270156864313,NUBLADO
34,2017,1,2,10,208.02,0.38,3.27,0.0,1.01087,92.67,734.5357560895195,NUBLADO
35,2017,1,2,11,285.44,0.45,4.94,0.0,1.01003,92.67,999.489645193543,NUBLADO
36,2017,1,2,12,393.17,0.61,6.63,0.0,1.00919,92.67,1365.0054000505838,NUBLADO
37,2017,1,2,13,352.51,0.59,7.88,0.0,1.00856,92.93,1219.4889521982777,NUBLADO
38,2017,1,2,14,274.38,0.56,8.15,0.0,1.00843,92.9,947.5939313889118,NUBLADO
39,2017,1,2,15,158.04,0.49,7.79,0.0,1.00861,92.89,546.7489914286809,NUBLADO
40,2017,1,2,16,34.52,0.32,5.77,0.0,1.00962,92.67,120.36959531258975,NUBLADO
41,2017,1,2,17,0.0,0.0,4.12,0.0,1.01044,92.67,0.0,NUBLADO
42,2017,1,2,18,0.0,0.0,3.23,0.0,1.00521,93.0,0.0,NUBLADO
43,2017,1,2,19,0.0,0.0,2.68,0.0,1.01116,92.67,0.0,NUBLADO
44,2017,1,2,20,0.0,0.0,2.4,0.0,1.0113,92.67,0.0,NUBLADO
45,2017,1,2,21,0.0,0.0,2.32,0.0,1.01134,92.67,0.0,NUBLADO
46,2017,1,2,22,0.0,0.0,2.39,0.0,1.01131,92.67,0.0,NUBLADO
47,2017,1,2,23,0.0,0.0,2.48,0.0,1.01126,92.67,0.0,NUBLADO
48,2017,1,3,0,0.0,0.0,2.63,0.0,1.01119,92.67,0.0,NUBLADO
49,2017,1,3,1,0.0,0.0,2.69,0.0,1.01116,92.67,0.0,NUBLADO
50,2017,1,3,2,0.0,0.0,2.67,0.0,1.01117,92.67,0.0,NUBLADO
51,2017,1,3,3,0.0,0.0,2.62,0.0,1.01119,92.67,0.0,NUBLADO
52,2017,1,3,4,0.0,0.0,2.41,0.0,1.0113,92.67,0.0,NUBLADO
53,2017,1,3,5,0.0,0.0,2.19,0.0,1.01141,92.67,0.0,NUBLADO
54,2017,1,3,6,0.0,0.0,2.0,0.0,1.0115,92.67,0.0,NUBLADO
55,2017,1,3,7,7.32,0.52,1.89,0.0,1.01156,92.67,26.026145261863878,NUBLADO
56,2017,1,3,8,66.63,0.34,2.76,0.0,1.01112,92.67,235.8754962657388,NUBLADO
57,2017,1,3,9,182.87,0.46,4.37,0.01,1.01032,92.67,642.1759908974469,NUBLADO
58,2017,1,3,10,301.26,0.55,5.28,0.01,1.00986,92.67,1053.0774590897502,NUBLADO
59,2017,1,3,11,316.85,0.5,6.36,0.01,1.00932,92.67,1101.5400541450613,NUBLADO
60,2017,1,3,12,379.64,0.59,8.21,0.01,1.0084,93.41,1317.9117820196827,NUBLADO
61,2017,1,3,13,380.86,0.63,9.08,0.0,1.00796,93.37,1315.7028416158405,NUBLADO
62,2017,1,3,14,297.48,0.6,9.71,0.0,1.00765,93.36,1024.2385183007277,NUBLADO
63,2017,1,3,15,158.01,0.48,9.56,0.0,1.00772,93.37,544.5115191062266,NUBLADO
64,2017,1,3,16,41.5,0.38,6.97,0.0,1.00902,92.67,143.8309041305876,NUBLADO
65,2017,1,3,17,0.0,0.0,5.26,0.0,1.00987,92.67,0.0,NUBLADO
66,2017,1,3,18,0.0,0.0,4.64,0.0,1.01018,92.67,0.0,NUBLADO
67,2017,1,3,19,0.0,0.0,3.98,0.0,1.01051,92.67,0.0,NUBLADO
68,2017,1,3,20,0.0,0.0,3.33,0.0,1.01084,92.67,0.0,NUBLADO
69,2017,1,3,21,0.0,0.0,3.18,0.0,1.01091,92.67,0.0,NUBLADO
70,2017,1,3,22,0.0,0.0,3.47,0.0,1.01077,92.67,0.0,NUBLADO
71,2017,1,3,23,0.0,0.0,4.01,0.0,1.0105,92.67,0.0,NUBLADO
72,2017,1,4,0,0.0,0.0,4.55,0.0,1.01023,92.67,0.0,NUBLADO
73,2017,1,4,1,0.0,0.0,4.65,0.0,1.01018,92.67,0.0,NUBLADO
74,2017,1,4,2,0.0,0.0,4.79,0.0,1.01011,92.67,0.0,NUBLADO
75,2017,1,4,3,0.0,0.0,4.94,0.0,1.01003,92.67,0.0,NUBLADO
76,2017,1,4,4,0.0,0.0,4.94,0.0,1.01003,92.67,0.0,NUBLADO
77,2017,1,4,5,0.0,0.0,4.81,0.0,1.0101,92.67,0.0,NUBLADO
78,2017,1,4,6,0.0,0.0,4.62,0.0,1.01019,92.67,0.0,NUBLADO
79,2017,1,4,7,7.9,0.56,4.54,0.0,1.01023,92.67,27.7182137827367,NUBLADO
80,2017,1,4,8,77.51,0.4,5.35,0.0,1.00983,92.67,270.84779072632483,NUBLADO
81,2017,1,4,9,172.25,0.44,6.31,0.0,1.00935,92.67,598.9878689852202,NUBLADO
82,2017,1,4,10,236.62,0.44,8.86,0.0,1.00807,93.61,820.4430759493196,NUBLADO
83,2017,1,4,11,301.24,0.48,11.2,0.0,1.0069,93.56,1031.4443830753385,NUBLADO
84,2017,1,4,12,314.81,0.48,12.47,0.0,1.00627,93.46,1069.6901208160486,NUBLADO
85,2017,1,4,13,304.41,0.5,13.08,0.0,1.00596,93.39,1030.2932851808628,NUBLADO
86,2017,1,4,14,257.86,0.52,13.06,0.0,1.00597,93.35,872.4593100667423,NUBLADO
87,2017,1,4,15,176.16,0.54,12.24,0.0,1.00638,93.34,598.5163221618658,NUBLADO
88,2017,1,4,16,45.75,0.41,8.96,0.0,1.00802,93.33,158.07551420100725,NUBLADO
89,2017,1,4,17,0.0,0.0,6.42,0.0,1.00929,92.67,0.0,NUBLADO
90,2017,1,4,18,0.0,0.0,5.56,0.0,1.00972,92.67,0.0,NUBLADO
91,2017,1,4,19,0.0,0.0,4.82,0.0,1.01009,92.67,0.0,NUBLADO
92,2017,1,4,20,0.0,0.0,4.17,0.0,1.01042,92.67,0.0,NUBLADO
93,2017,1,4,21,0.0,0.0,3.56,0.0,1.01072,92.67,0.0,NUBLADO
94,2017,1,4,22,0.0,0.0,3.06,0.0,1.01097,92.67,0.0,NUBLADO
95,2017,1,4,23,0.0,0.0,3.07,0.0,1.01097,92.67,0.0,NUBLADO
96,2017,1,5,0,0.0,0.0,3.7,0.0,1.01065,92.67,0.0,NUBLADO
97,2017,1,5,1,0.0,0.0,4.09,0.0,1.01046,92.67,0.0,NUBLADO
98,2017,1,5,2,0.0,0.0,3.55,0.0,1.01073,92.67,0.0,NUBLADO
99,2017,1,5,3,0.0,0.0,2.98,0.01,1.01101,92.67,0.0,NUBLADO
100,2017,1,5,4,0.0,0.0,2.7,0.01,1.01115,92.67,0.0,NUBLADO
101,2017,1,5,5,0.0,0.0,2.58,0.0,1.01121,92.67,0.0,NUBLADO
102,2017,1,5,6,0.0,0.0,2.62,0.0,1.01119,92.67,0.0,NUBLADO
103,2017,1,5,7,6.89,0.48,2.73,0.01,1.01114,92.67,24.39492273496177,NUBLADO
104,2017,1,5,8,71.23,0.37,2.87,0.01,1.01107,92.67,252.02258959999176,NUBLADO
105,2017,1,5,9,209.16,0.53,3.18,0.0,1.01091,92.67,738.8902079335776,NUBLADO
106,2017,1,5,10,331.7,0.61,3.94,0.0,1.01053,92.67,1167.328080387992,NUBLADO
107,2017,1,5,11,439.7,0.7,5.16,0.0,1.00992,92.67,1537.9359123139334,NUBLADO
108,2017,1,5,12,486.39,0.74,7.4,0.0,1.0088,92.67,1682.0414214960842,NUBLADO
109,2017,1,5,13,466.76,0.77,9.12,0.0,1.00794,93.3,1610.9100322198872,NUBLADO
110,2017,1,5,14,365.41,0.73,10.0,0.0,1.0075,93.27,1255.0321209606375,NUBLADO
111,2017,1,5,15,218.91,0.66,9.6,0.0,1.0077,93.27,753.413602035742,NUBLADO
112,2017,1,5,16,59.32,0.51,6.26,0.0,1.00937,92.67,206.33258882234844,NUBLADO
113,2017,1,5,17,0.0,0.0,4.13,0.0,1.01044,92.67,0.0,NUBLADO
114,2017,1,5,18,0.0,0.0,3.46,0.0,1.01077,92.67,0.0,NUBLADO
115,2017,1,5,19,0.0,0.0,2.76,0.0,1.01112,92.67,0.0,NUBLADO
116,2017,1,5,20,0.0,0.0,1.98,0.0,1.01151,92.67,0.0,NUBLADO
117,2017,1,5,21,0.0,0.0,1.23,0.0,1.01189,92.67,0.0,NUBLADO
118,2017,1,5,22,0.0,0.0,0.55,0.0,1.01223,92.67,0.0,NUBLADO
119,2017,1,5,23,0.0,0.0,-0.06,0.0,1.01253,92.67,0.0,NUBLADO
120,2017,1,6,0,0.0,0.0,-0.7,0.0,1.01285,92.67,0.0,SOLEADO
121,2017,1,6,1,0.0,0.0,-1.38,0.0,1.01319,92.67,0.0,SOLEADO
122,2017,1,6,2,0.0,0.0,-2.07,0.0,1.01354,92.67,0.0,SOLEADO
123,2017,1,6,3,0.0,0.0,-2.78,0.0,1.01389,92.67,0.0,SOLEADO
124,2017,1,6,4,0.0,0.0,-3.45,0.0,1.01423,92.67,0.0,SOLEADO
125,2017,1,6,5,0.0,0.0,-3.01,0.0,1.01401,92.67,0.0,SOLEADO
126,2017,1,6,6,0.0,0.0,-3.0,0.0,1.014,92.67,0.0,SOLEADO
127,2017,1,6,7,8.65,0.61,-4.07,0.0,1.01454,92.67,31.669527378643085,SOLEADO
128,2017,1,6,8,106.76,0.55,-2.22,0.0,1.01361,92.67,387.35939299721804,SOLEADO
129,2017,1,6,9,258.41,0.65,0.05,0.0,1.01248,92.67,927.1923742872955,SOLEADO
130,2017,1,6,10,366.15,0.67,3.06,0.0,1.01097,92.67,1294.2583421018421,SOLEADO
131,2017,1,6,11,455.41,0.72,5.9,0.0,1.00955,92.67,1586.9412818958656,SOLEADO
132,2017,1,6,12,479.81,0.73,8.02,0.0,1.00849,93.51,1669.0431878001737,SOLEADO
133,2017,1,6,13,468.02,0.77,9.51,0.0,1.00775,93.46,1614.8011064560196,SOLEADO
134,2017,1,6,14,367.59,0.73,10.39,0.0,1.00731,93.42,1262.0180676380294,SOLEADO
135,2017,1,6,15,227.53,0.68,9.67,0.0,1.00767,93.41,783.9779171194616,SOLEADO
136,2017,1,6,16,43.85,0.36,7.12,0.0,1.00894,92.67,151.8589486798789,SOLEADO
137,2017,1,6,17,0.0,0.0,5.32,0.0,1.00984,92.67,0.0,SOLEADO
138,2017,1,6,18,0.0,0.0,4.03,0.0,1.01049,92.67,0.0,SOLEADO
139,2017,1,6,19,0.0,0.0,2.7,0.0,1.01115,92.67,0.0,SOLEADO
140,2017,1,6,20,0.0,0.0,1.67,0.0,1.01167,92.67,0.0,SOLEADO
141,2017,1,6,21,0.0,0.0,1.0,0.0,1.012,92.67,0.0,SOLEADO
142,2017,1,6,22,0.0,0.0,0.69,0.0,1.01216,92.67,0.0,SOLEADO
143,2017,1,6,23,0.0,0.0,0.59,0.0,1.01221,92.67,0.0,SOLEADO
144,2017,1,7,0,0.0,0.0,0.53,0.0,1.01224,92.67,0.0,NUBLADO
145,2017,1,7,1,0.0,0.0,0.52,0.0,1.01224,92.67,0.0,NUBLADO
146,2017,1,7,2,0.0,0.0,0.62,0.0,1.01219,92.67,0.0,NUBLADO
147,2017,1,7,3,0.0,0.0,0.7,0.0,1.01215,92.67,0.0,NUBLADO
148,2017,1,7,4,0.0,0.0,0.44,0.0,1.01228,92.67,0.0,NUBLADO
149,2017,1,7,5,0.0,0.0,0.36,0.0,1.01232,92.67,0.0,NUBLADO
150,2017,1,7,6,0.0,0.0,0.15,0.0,1.01243,92.67,0.0,NUBLADO
151,2017,1,7,7,7.91,0.55,-0.09,0.0,1.01255,92.67,28.40123642142645,NUBLADO
152,2017,1,7,8,78.88,0.4,0.62,0.0,1.01219,92.67,282.22869808239875,NUBLADO
153,2017,1,7,9,174.45,0.44,1.44,0.0,1.01178,92.67,621.6404261961993,NUBLADO
154,2017,1,7,10,261.27,0.48,3.19,0.0,1.01091,92.67,922.935272668655,NUBLADO
155,2017,1,7,11,322.31,0.51,5.57,0.0,1.00972,92.67,1125.01632963198,NUBLADO
156,2017,1,7,12,326.16,0.49,7.67,0.0,1.00867,93.69,1138.7847507263268,NUBLADO
157,2017,1,7,13,318.4,0.52,9.43,0.0,1.00779,93.63,1101.0204112771066,NUBLADO
158,2017,1,7,14,249.38,0.49,10.62,0.0,1.00719,93.6,856.8051386321345,NUBLADO
159,2017,1,7,15,163.56,0.48,9.97,0.0,1.00752,93.6,563.8383388135479,NUBLADO
160,2017,1,7,16,43.98,0.35,7.55,0.0,1.00873,93.61,153.51850791996003,NUBLADO
161,2017,1,7,17,0.0,0.0,5.62,0.0,1.00969,92.67,0.0,NUBLADO
162,2017,1,7,18,0.0,0.0,4.68,0.0,1.01016,92.67,0.0,NUBLADO
163,2017,1,7,19,0.0,0.0,3.87,0.0,1.01057,92.67,0.0,NUBLADO
164,2017,1,7,20,0.0,0.0,3.02,0.0,1.01099,92.67,0.0,NUBLADO
165,2017,1,7,21,0.0,0.0,1.98,0.0,1.01151,92.67,0.0,NUBLADO
166,2017,1,7,22,0.0,0.0,0.97,0.0,1.01202,92.67,0.0,NUBLADO
167,2017,1,7,23,0.0,0.0,0.17,0.0,1.01242,92.67,0.0,NUBLADO
168,2017,1,8,0,0.0,0.0,-0.32,0.0,1.01266,92.67,0.0,NUBLADO
169,2017,1,8,1,0.0,0.0,-0.62,0.0,1.01281,92.67,0.0,NUBLADO
170,2017,1,8,2,0.0,0.0,-0.81,0.0,1.01291,92.67,0.0,NUBLADO
171,2017,1,8,3,0.0,0.0,-1.05,0.0,1.01303,92.67,0.0,NUBLADO
172,2017,1,8,4,0.0,0.0,-1.4,0.0,1.0132,92.67,0.0,NUBLADO
173,2017,1,8,5,0.0,0.0,-1.8,0.0,1.0134,92.67,0.0,NUBLADO
174,2017,1,8,6,0.0,0.0,-2.17,0.0,1.01359,92.67,0.0,NUBLADO
175,2017,1,8,7,7.82,0.54,-2.38,0.0,1.01369,92.67,28.395679248309435,NUBLADO
176,2017,1,8,8,85.26,0.43,-0.1,0.0,1.01255,92.67,306.1437415943376,NUBLADO
177,2017,1,8,9,215.26,0.54,2.13,0.0,1.01144,92.67,764.4395679029262,NUBLADO
178,2017,1,8,10,338.02,0.62,4.61,0.0,1.0102,92.67,1185.5769055944318,NUBLADO
179,2017,1,8,11,395.91,0.62,7.09,0.0,1.00896,92.67,1371.3100712193718,NUBLADO
180,2017,1,8,12,449.73,0.68,8.9,0.0,1.00805,93.61,1559.049363726861,NUBLADO
181,2017,1,8,13,432.21,0.7,9.94,0.0,1.00753,93.55,1489.378746121332,NUBLADO
182,2017,1,8,14,328.75,0.65,9.87,0.0,1.00757,93.52,1132.9099375685257,NUBLADO
183,2017,1,8,15,204.52,0.59,8.58,0.0,1.00821,93.49,709.24822669259,NUBLADO
184,2017,1,8,16,60.95,0.47,4.91,0.0,1.01005,92.67,213.4543342727904,NUBLADO
185,2017,1,8,17,0.0,0.0,2.9,0.0,1.01105,92.67,0.0,NUBLADO
186,2017,1,8,18,0.0,0.0,2.14,0.0,1.01143,92.67,0.0,NUBLADO
187,2017,1,8,19,0.0,0.0,1.58,0.0,1.01171,92.67,0.0,NUBLADO
188,2017,1,8,20,0.0,0.0,0.95,0.0,1.01203,92.67,0.0,NUBLADO
189,2017,1,8,21,0.0,0.0,0.25,0.0,1.01238,92.67,0.0,NUBLADO
190,2017,1,8,22,0.0,0.0,-0.41,0.0,1.01271,92.67,0.0,NUBLADO
191,2017,1,8,23,0.0,0.0,-1.09,0.0,1.01305,92.67,0.0,NUBLADO
192,2017,1,9,0,0.0,0.0,-1.74,0.0,1.01337,92.67,0.0,SOLEADO
193,2017,1,9,1,0.0,0.0,-0.95,0.0,1.01298,92.67,0.0,SOLEADO
194,2017,1,9,2,0.0,0.0,-1.16,0.0,1.01308,92.67,0.0,SOLEADO
195,2017,1,9,3,0.0,0.0,-1.14,0.0,1.01307,92.67,0.0,SOLEADO
196,2017,1,9,4,0.0,0.0,-1.25,0.0,1.01313,92.67,0.0,SOLEADO
197,2017,1,9,5,0.0,0.0,-1.48,0.0,1.01324,92.67,0.0,SOLEADO
198,2017,1,9,6,0.0,0.0,-1.64,0.0,1.01332,92.67,0.0,SOLEADO
199,2017,1,9,7,9.09,0.62,-1.71,0.0,1.01336,92.67,32.89928064925337,SOLEADO
200,2017,1,9,8,119.03,0.6,-0.57,0.0,1.01279,92.67,428.3958570022597,SOLEADO
201,2017,1,9,9,285.23,0.71,1.63,0.0,1.01169,92.67,1015.4430880865573,SOLEADO
202,2017,1,9,10,417.77,0.76,3.99,0.0,1.01051,92.67,1469.866441913791,SOLEADO
203,2017,1,9,11,499.33,0.77,6.35,0.0,1.00933,92.67,1736.034723010807,SOLEADO
204,2017,1,9,12,522.02,0.78,8.14,0.0,1.00843,93.44,1813.4020569610395,SOLEADO
205,2017,1,9,13,480.18,0.77,9.37,0.0,1.00782,93.38,1656.528887447234,SOLEADO
206,2017,1,9,14,384.17,0.75,9.76,0.0,1.00762,93.33,1321.945032744577,SOLEADO
207,2017,1,9,15,239.18,0.69,9.14,0.0,1.00793,93.3,825.3876590020177,SOLEADO
208,2017,1,9,16,72.29,0.54,5.83,0.0,1.00959,92.67,251.99530942197785,SOLEADO
209,2017,1,9,17,0.0,0.0,4.16,0.0,1.01042,92.67,0.0,SOLEADO
210,2017,1,9,18,0.0,0.0,3.8,0.0,1.0106,92.67,0.0,SOLEADO
211,2017,1,9,19,0.0,0.0,2.62,0.0,1.01119,92.67,0.0,SOLEADO
212,2017,1,9,20,0.0,0.0,1.53,0.0,1.01174,92.67,0.0,SOLEADO
213,2017,1,9,21,0.0,0.0,0.8,0.0,1.0121,92.67,0.0,SOLEADO
214,2017,1,9,22,0.0,0.0,0.33,0.0,1.01234,92.67,0.0,SOLEADO
215,2017,1,9,23,0.0,0.0,0.1,0.0,1.01245,92.67,0.0,SOLEADO
216,2017,1,10,0,0.0,0.0,0.11,0.0,1.01245,92.67,0.0,NUBLADO
217,2017,1,10,1,0.0,0.0,0.05,0.0,1.01248,92.67,0.0,NUBLADO
218,2017,1,10,2,0.0,0.0,0.48,0.0,1.01226,92.67,0.0,NUBLADO
219,2017,1,10,3,0.0,0.0,0.86,0.0,1.01207,92.67,0.0,NUBLADO
220,2017,1,10,4,0.0,0.0,0.7,0.0,1.01215,92.67,0.0,NUBLADO
221,2017,1,10,5,0.0,0.0,0.84,0.0,1.01208,92.67,0.0,NUBLADO
222,2017,1,10,6,0.0,0.0,1.04,0.02,1.01198,92.67,0.0,NUBLADO
223,2017,1,10,7,6.15,0.41,1.49,0.02,1.01176,92.67,21.90976221791524,NUBLADO
224,2017,1,10,8,46.93,0.23,2.92,0.0,1.01104,92.67,166.0031868148952,NUBLADO
225,2017,1,10,9,141.44,0.35,5.49,0.0,1.00976,92.67,493.8929246591548,NUBLADO
226,2017,1,10,10,208.84,0.38,7.19,0.0,1.00891,92.67,722.9895341905595,NUBLADO
227,2017,1,10,11,352.12,0.55,8.53,0.0,1.00824,92.82,1212.670517302515,NUBLADO
228,2017,1,10,12,352.55,0.52,9.15,0.0,1.00793,92.73,1209.1281296491559,NUBLADO
229,2017,1,10,13,357.92,0.57,9.15,0.0,1.00793,92.69,1227.0159128201456,NUBLADO
230,2017,1,10,14,256.91,0.5,8.9,0.0,1.00805,92.69,881.8600192609824,NUBLADO
231,2017,1,10,15,161.95,0.46,8.38,0.0,1.00831,92.7,557.4452686744796,NUBLADO
232,2017,1,10,16,47.09,0.34,6.44,0.0,1.00928,92.67,163.64363736714057,NUBLADO
233,2017,1,10,17,0.0,0.0,4.8,0.0,1.0101,92.67,0.0,NUBLADO
234,2017,1,10,18,0.0,0.0,4.36,0.0,1.01032,92.67,0.0,NUBLADO
235,2017,1,10,19,0.0,0.0,4.08,0.0,1.01046,92.67,0.0,NUBLADO
236,2017,1,10,20,0.0,0.0,3.9,0.0,1.01055,92.67,0.0,NUBLADO
237,2017,1,10,21,0.0,0.0,3.87,0.0,1.01057,92.67,0.0,NUBLADO
238,2017,1,10,22,0.0,0.0,3.5,0.0,1.01075,92.67,0.0,NUBLADO
239,2017,1,10,23,0.0,0.0,3.1,0.0,1.01095,92.67,0.0,NUBLADO
240,2017,1,11,0,0.0,0.0,2.87,0.0,1.01107,92.67,0.0,SOLEADO
241,2017,1,11,1,0.0,0.0,2.78,0.0,1.01111,92.67,0.0,SOLEADO
242,2017,1,11,2,0.0,0.0,2.61,0.0,1.0112,92.67,0.0,SOLEADO
243,2017,1,11,3,0.0,0.0,2.51,0.0,1.01125,92.67,0.0,SOLEADO
244,2017,1,11,4,0.0,0.0,2.45,0.0,1.01128,92.67,0.0,SOLEADO
245,2017,1,11,5,0.0,0.0,2.33,0.0,1.01134,92.67,0.0,SOLEADO
246,2017,1,11,6,0.0,0.0,2.15,0.0,1.01143,92.67,0.0,SOLEADO
247,2017,1,11,7,7.46,0.48,2.16,0.0,1.01142,92.67,26.488148276161485,SOLEADO
248,2017,1,11,8,87.76,0.44,4.72,0.0,1.01014,92.67,307.63896078323114,SOLEADO
249,2017,1,11,9,266.2,0.66,7.16,0.0,1.00892,92.67,921.7019261867301,SOLEADO
250,2017,1,11,10,393.61,0.71,9.49,0.0,1.00776,93.33,1356.3159031119121,SOLEADO
251,2017,1,11,11,476.41,0.73,11.62,0.0,1.00669,93.32,1623.5063279973274,SOLEADO
252,2017,1,11,12,498.46,0.74,12.91,0.0,1.00605,93.29,1686.7630742701488,SOLEADO
253,2017,1,11,13,460.92,0.73,13.57,0.0,1.00572,93.27,1554.0326815797139,SOLEADO
254,2017,1,11,14,364.78,0.7,13.85,0.0,1.00558,93.27,1228.0884021198547,SOLEADO
255,2017,1,11,15,222.75,0.62,13.33,0.0,1.00584,93.28,752.0442305748451,SOLEADO
256,2017,1,11,16,65.59,0.46,10.76,0.0,1.00712,93.31,224.4897529030759,SOLEADO
257,2017,1,11,17,0.0,0.0,8.96,0.0,1.00802,93.35,0.0,SOLEADO
258,2017,1,11,18,0.0,0.0,8.44,0.0,1.00828,93.41,0.0,SOLEADO
259,2017,1,11,19,0.0,0.0,7.76,0.0,1.00862,93.46,0.0,SOLEADO
260,2017,1,11,20,0.0,0.0,7.14,0.0,1.00893,92.67,0.0,SOLEADO
261,2017,1,11,21,0.0,0.0,6.83,0.0,1.00909,92.67,0.0,SOLEADO
262,2017,1,11,22,0.0,0.0,6.65,0.0,1.00918,92.67,0.0,SOLEADO
263,2017,1,11,23,0.0,0.0,6.33,0.0,1.00934,92.67,0.0,SOLEADO
264,2017,1,12,0,0.0,0.0,5.84,0.0,1.00958,92.67,0.0,NUBLADO
265,2017,1,12,1,0.0,0.0,5.15,0.0,1.00993,92.67,0.0,NUBLADO
266,2017,1,12,2,0.0,0.0,4.38,0.0,1.01031,92.67,0.0,NUBLADO
267,2017,1,12,3,0.0,0.0,3.9,0.0,1.01055,92.67,0.0,NUBLADO
268,2017,1,12,4,0.0,0.0,4.08,0.0,1.01046,92.67,0.0,NUBLADO
269,2017,1,12,5,0.0,0.0,4.3,0.0,1.01035,92.67,0.0,NUBLADO
270,2017,1,12,6,0.0,0.0,4.08,0.0,1.01046,92.67,0.0,NUBLADO
271,2017,1,12,7,8.74,0.55,3.94,0.0,1.01053,92.67,30.758056745827712,NUBLADO
272,2017,1,12,8,110.76,0.55,4.37,0.0,1.01032,92.67,388.9506903909948,NUBLADO
273,2017,1,12,9,258.81,0.64,5.48,0.0,1.00976,92.67,903.7772271075437,NUBLADO
274,2017,1,12,10,392.44,0.7,7.57,0.0,1.00872,93.44,1367.2411337734707,NUBLADO
275,2017,1,12,11,468.38,0.72,9.86,0.0,1.00757,93.36,1611.404228838178,NUBLADO
276,2017,1,12,12,494.38,0.73,11.41,0.0,1.0068,93.26,1685.5022953703829,NUBLADO
277,2017,1,12,13,427.05,0.67,12.19,0.0,1.00641,93.19,1448.9851494508273,NUBLADO
278,2017,1,12,14,330.28,0.62,12.15,0.0,1.00643,93.15,1120.3953170870816,NUBLADO
279,2017,1,12,15,197.35,0.55,11.19,0.0,1.00691,93.12,672.5857890649638,NUBLADO
280,2017,1,12,16,53.62,0.37,9.26,0.0,1.00787,93.11,184.54711077122838,NUBLADO
281,2017,1,12,17,0.0,0.0,6.44,0.0,1.00928,92.67,0.0,NUBLADO
282,2017,1,12,18,0.0,0.0,5.9,0.0,1.00955,92.67,0.0,NUBLADO
283,2017,1,12,19,0.0,0.0,5.68,0.0,1.00966,92.67,0.0,NUBLADO
