,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,T2M,PRECTOTCORR,factor_temp,eficiencia,POT_SUMINISTRADA,TIPO_DIA
2785,2017,4,27,1,0.0,0.0,7.32,0.19,1.00521,91.93,0.0,LLUVIOSO
2786,2017,4,27,2,0.0,0.0,6.01,0.42,1.00521,91.92,0.0,LLUVIOSO
2787,2017,4,27,3,0.0,0.0,4.87,0.5,1.00521,91.92,0.0,LLUVIOSO
2788,2017,4,27,4,0.0,0.0,4.07,0.2,1.00521,91.93,0.0,LLUVIOSO
2789,2017,4,27,5,11.48,0.25,3.56,0.02,1.00521,91.97,39.95304358746516,LLUVIOSO
2790,2017,4,27,6,90.87,0.32,3.9,0.01,1.00521,92.01,315.9002889063797,LLUVIOSO
2791,2017,4,27,7,236.24,0.44,6.01,0.0,1.00521,92.05,813.7804122434582,LLUVIOSO
2792,2017,4,27,8,352.73,0.45,8.98,0.0,1.00521,92.09,1199.0976582545256,LLUVIOSO
2793,2017,4,27,9,552.55,0.57,11.56,0.0,1.00521,92.11,1856.3501589057287,LLUVIOSO
2794,2017,4,27,10,695.19,0.62,13.27,0.0,1.00521,92.13,2317.3557337177963,LLUVIOSO
2795,2017,4,27,11,664.48,0.55,14.55,0.0,1.00521,92.14,2201.8350132211744,LLUVIOSO
2796,2017,4,27,12,801.62,0.66,15.64,0.0,1.00521,92.13,2642.2204322391717,LLUVIOSO
2797,2017,4,27,13,646.66,0.56,16.37,0.0,1.00521,92.13,2124.0246320675415,LLUVIOSO
2798,2017,4,27,14,646.98,0.62,16.63,0.0,1.00521,92.12,2122.1970102678497,LLUVIOSO
2799,2017,4,27,15,503.91,0.59,16.49,0.0,1.00521,92.11,1653.835725974139,LLUVIOSO
2800,2017,4,27,16,313.34,0.49,15.83,0.0,1.00521,92.11,1031.6389708877898,LLUVIOSO
2801,2017,4,27,17,160.84,0.41,14.64,0.0,1.00521,92.13,532.6770911649352,LLUVIOSO
2802,2017,4,27,18,34.99,0.27,11.95,0.0,1.00521,92.18,117.42698399405421,LLUVIOSO
2803,2017,4,27,19,0.0,0.0,9.09,0.0,1.00521,92.23,0.0,LLUVIOSO
2804,2017,4,27,20,0.0,0.0,9.19,0.0,1.00521,92.32,0.0,LLUVIOSO
2805,2017,4,27,21,0.0,0.0,8.22,0.0,1.00839,92.37,0.0,LLUVIOSO
2806,2017,4,27,22,0.0,0.0,7.12,0.0,1.00894,92.67,0.0,LLUVIOSO
2807,2017,4,27,23,0.0,0.0,6.47,0.0,1.00927,92.67,0.0,LLUVIOSO
2808,2017,4,28,0,0.0,0.0,6.26,0.01,1.00937,92.67,0.0,LLUVIOSO
2809,2017,4,28,1,0.0,0.0,5.98,0.04,1.00521,92.35,0.0,LLUVIOSO
2810,2017,4,28,2,0.0,0.0,5.8,0.11,1.00521,92.34,0.0,LLUVIOSO
2811,2017,4,28,3,0.0,0.0,5.32,0.2,1.00521,92.35,0.0,LLUVIOSO
2812,2017,4,28,4,0.0,0.0,4.45,0.32,1.00521,92.36,0.0,LLUVIOSO
2813,2017,4,28,5,13.3,0.27,3.56,0.48,1.01072,92.67,46.89501268739482,LLUVIOSO
2814,2017,4,28,6,30.34,0.1,3.23,0.56,1.01089,92.67,107.15448608070143,LLUVIOSO
2815,2017,4,28,7,76.94,0.14,3.62,0.45,1.01069,92.67,271.2043294216534,LLUVIOSO
2816,2017,4,28,8,212.23,0.27,4.63,0.33,1.01019,92.67,744.3040723748022,LLUVIOSO
2817,2017,4,28,9,366.06,0.38,6.19,0.31,1.00941,92.67,1273.7234039093782,LLUVIOSO
2818,2017,4,28,10,379.95,0.34,7.48,0.3,1.00876,92.67,1313.4138172765586,LLUVIOSO
2819,2017,4,28,11,439.38,0.37,8.52,0.27,1.00824,92.45,1507.2240797736501,LLUVIOSO
2820,2017,4,28,12,557.61,0.46,9.4,0.24,1.0078,92.41,1903.3627069259326,LLUVIOSO
2821,2017,4,28,13,537.91,0.47,9.95,0.24,1.00753,92.39,1830.5472356202865,LLUVIOSO
2822,2017,4,28,14,374.21,0.36,10.08,0.23,1.00521,92.36,1269.3514014783932,LLUVIOSO
2823,2017,4,28,15,193.67,0.23,10.0,0.17,1.00521,92.34,657.0469511960588,LLUVIOSO
2824,2017,4,28,16,111.85,0.17,9.63,0.11,1.00521,92.33,380.07539349302255,LLUVIOSO
2825,2017,4,28,17,74.0,0.19,9.0,0.09,1.00521,92.33,252.19358086910398,LLUVIOSO
2826,2017,4,28,18,19.37,0.15,8.06,0.12,1.00521,92.33,66.30065422620183,LLUVIOSO
2827,2017,4,28,19,0.0,0.0,7.01,0.15,1.00521,92.35,0.0,LLUVIOSO
2828,2017,4,28,20,0.0,0.0,6.45,0.13,1.00928,92.67,0.0,LLUVIOSO
2829,2017,4,28,21,0.0,0.0,6.12,0.09,1.00944,92.67,0.0,LLUVIOSO
2830,2017,4,28,22,0.0,0.0,5.91,0.08,1.00521,92.35,0.0,LLUVIOSO
2831,2017,4,28,23,0.0,0.0,5.79,0.14,1.00521,92.31,0.0,LLUVIOSO
2832,2017,4,29,0,0.0,0.0,5.73,0.31,1.00521,92.28,0.0,LLUVIOSO
2833,2017,4,29,1,0.0,0.0,5.7,0.53,1.00521,92.26,0.0,LLUVIOSO
2834,2017,4,29,2,0.0,0.0,5.67,0.75,1.00521,92.26,0.0,LLUVIOSO
2835,2017,4,29,3,0.0,0.0,5.58,1.02,1.00521,92.26,0.0,LLUVIOSO
2836,2017,4,29,4,0.0,0.0,5.44,1.16,1.00521,92.24,0.0,LLUVIOSO
2837,2017,4,29,5,10.51,0.2,5.36,0.95,1.00521,92.23,36.382461752357415,LLUVIOSO
2838,2017,4,29,6,45.54,0.16,5.69,0.55,1.00521,92.23,157.40893898599006,LLUVIOSO
2839,2017,4,29,7,91.06,0.16,6.59,0.44,1.00521,92.23,313.4570883743188,LLUVIOSO
2840,2017,4,29,8,155.56,0.2,7.99,0.59,1.00521,92.23,532.0538765667192,LLUVIOSO
2841,2017,4,29,9,333.1,0.34,9.33,0.65,1.00521,92.23,1132.24992715968,LLUVIOSO
2842,2017,4,29,10,271.15,0.24,10.61,0.63,1.00521,92.23,916.203746709253,LLUVIOSO
2843,2017,4,29,11,361.92,0.3,11.88,0.44,1.00521,92.2,1215.271836913545,LLUVIOSO
2844,2017,4,29,12,347.68,0.29,12.79,0.24,1.00521,92.17,1162.0929422402317,LLUVIOSO
2845,2017,4,29,13,335.86,0.29,13.79,0.17,1.00521,92.13,1116.8106663491412,LLUVIOSO
2846,2017,4,29,14,299.66,0.29,14.98,0.23,1.00521,92.09,990.393141195334,LLUVIOSO
2847,2017,4,29,15,392.44,0.45,15.44,0.18,1.00521,92.04,1293.4927193864153,LLUVIOSO
2848,2017,4,29,16,315.61,0.49,15.28,0.13,1.00521,92.02,1040.8270126221673,LLUVIOSO
2849,2017,4,29,17,182.47,0.46,14.85,0.07,1.00521,92.02,602.988205069043,LLUVIOSO
2850,2017,4,29,18,33.8,0.25,13.19,0.34,1.00521,92.05,112.61407530102093,LLUVIOSO
2851,2017,4,29,19,0.0,0.0,11.48,0.24,1.00521,92.1,0.0,LLUVIOSO
2852,2017,4,29,20,0.0,0.0,11.15,0.26,1.00521,92.16,0.0,LLUVIOSO
2853,2017,4,29,21,0.0,0.0,10.59,0.15,1.00521,92.19,0.0,LLUVIOSO
2854,2017,4,29,22,0.0,0.0,10.27,0.11,1.00521,92.19,0.0,LLUVIOSO
2855,2017,4,29,23,0.0,0.0,10.04,0.09,1.00521,92.17,0.0,LLUVIOSO
2856,2017,4,30,0,0.0,0.0,9.62,0.16,1.00521,92.15,0.0,LLUVIOSO
2857,2017,4,30,1,0.0,0.0,9.35,0.19,1.00521,92.12,0.0,LLUVIOSO
2858,2017,4,30,2,0.0,0.0,9.08,0.04,1.00521,92.1,0.0,LLUVIOSO
2859,2017,4,30,3,0.0,0.0,8.56,0.03,1.00521,92.11,0.0,LLUVIOSO
2860,2017,4,30,4,0.0,0.0,7.8,0.02,1.00521,92.14,0.0,LLUVIOSO
2861,2017,4,30,5,16.16,0.29,7.15,0.02,1.00521,92.17,55.44906533482586,LLUVIOSO
2862,2017,4,30,6,107.76,0.36,7.25,0.01,1.00521,92.23,369.82279521970617,LLUVIOSO
2863,2017,4,30,7,238.0,0.43,8.31,0.0,1.00521,92.27,813.1713500304865,LLUVIOSO
2864,2017,4,30,8,413.3,0.52,10.48,0.01,1.00521,92.3,1398.4296271417227,LLUVIOSO
2865,2017,4,30,9,538.32,0.55,12.72,0.04,1.00521,92.28,1802.0336724322367,LLUVIOSO
2866,2017,4,30,10,561.84,0.5,14.37,0.09,1.00521,92.25,1865.5417798332326,LLUVIOSO
2867,2017,4,30,11,682.01,0.57,15.42,0.16,1.00521,92.2,2252.045814782738,LLUVIOSO
2868,2017,4,30,12,495.34,0.41,16.21,0.33,1.00521,92.15,1628.598968585336,LLUVIOSO
2869,2017,4,30,13,341.66,0.3,16.31,0.59,1.00521,92.11,1122.2982343500855,LLUVIOSO
2870,2017,4,30,14,272.06,0.26,16.1,0.66,1.00521,92.08,894.2813342061035,LLUVIOSO
2871,2017,4,30,15,198.29,0.23,15.33,0.54,1.00521,92.08,654.1963856007852,LLUVIOSO
2872,2017,4,30,16,331.77,0.52,14.65,0.33,1.00521,92.09,1098.2414322140714,LLUVIOSO
2873,2017,4,30,17,122.72,0.3,13.94,0.16,1.00521,92.13,407.7820204271509,LLUVIOSO
2874,2017,4,30,18,28.91,0.21,12.32,0.02,1.00521,92.22,96.8959406086642,LLUVIOSO
2875,2017,4,30,19,0.0,0.0,10.1,0.0,1.00521,92.35,0.0,LLUVIOSO
2876,2017,4,30,20,0.0,0.0,7.98,0.0,1.00851,92.48,0.0,LLUVIOSO
2877,2017,4,30,21,0.0,0.0,6.42,0.0,1.00929,92.67,0.0,LLUVIOSO
2878,2017,4,30,22,0.0,0.0,5.57,0.0,1.00972,92.67,0.0,LLUVIOSO
2879,2017,4,30,23,0.0,0.0,4.86,0.0,1.01007,92.67,0.0,LLUVIOSO
2880,2017,5,1,0,0.0,0.0,4.17,0.0,1.01042,92.67,0.0,SOLEADO
2881,2017,5,1,1,0.0,0.0,3.45,0.0,1.01078,92.67,0.0,SOLEADO
2882,2017,5,1,2,0.0,0.0,2.8,0.0,1.0111,92.67,0.0,SOLEADO
2883,2017,5,1,3,0.0,0.0,2.22,0.0,1.01139,92.67,0.0,SOLEADO
2884,2017,5,1,4,0.0,0.0,1.69,0.0,1.01166,92.67,0.0,SOLEADO
2885,2017,5,1,5,26.5,0.45,1.55,0.0,1.01173,92.67,94.37977666011699,SOLEADO
2886,2017,5,1,6,195.9,0.64,4.51,0.0,1.01025,92.67,687.4486714167527,SOLEADO
2887,2017,5,1,7,412.97,0.74,7.04,0.0,1.00898,92.67,1430.7572164024848,SOLEADO
2888,2017,5,1,8,613.14,0.77,9.4,0.0,1.0078,92.99,2106.046370489144,SOLEADO
2889,2017,5,1,9,779.7,0.8,11.4,0.0,1.0068,93.01,2651.249228863075,SOLEADO
2890,2017,5,1,10,898.32,0.8,13.08,0.0,1.00596,93.03,3028.6958931349477,SOLEADO
2891,2017,5,1,11,968.73,0.8,14.73,0.0,1.00521,93.0,3237.1940564998126,SOLEADO
2892,2017,5,1,12,972.7,0.8,16.21,0.0,1.0044,92.97,3223.9408602769713,SOLEADO
2893,2017,5,1,13,919.52,0.79,17.34,0.0,1.00383,92.93,3028.1616751597185,SOLEADO
2894,2017,5,1,14,809.76,0.77,18.09,0.0,1.00346,92.88,2654.6605383976103,SOLEADO
2895,2017,5,1,15,659.95,0.76,18.31,0.0,1.00335,92.85,2160.298593668639,SOLEADO
2896,2017,5,1,16,469.77,0.73,17.98,0.0,1.00351,92.85,1540.4589051776281,SOLEADO
2897,2017,5,1,17,262.91,0.66,17.1,0.0,1.00395,92.87,866.3593075102108,SOLEADO
2898,2017,5,1,18,68.88,0.48,15.22,0.0,1.00489,92.88,229.26981052637944,SOLEADO
2899,2017,5,1,19,0.0,0.0,13.82,0.0,1.00559,92.92,0.0,SOLEADO
2900,2017,5,1,20,0.0,0.0,12.1,0.0,1.00645,92.99,0.0,SOLEADO
2901,2017,5,1,21,0.0,0.0,10.73,0.0,1.00714,93.02,0.0,SOLEADO
2902,2017,5,1,22,0.0,0.0,9.62,0.0,1.00769,93.01,0.0,SOLEADO
2903,2017,5,1,23,0.0,0.0,8.62,0.0,1.00819,92.97,0.0,SOLEADO
2904,2017,5,2,0,0.0,0.0,8.01,0.0,1.0085,92.93,0.0,SOLEADO
2905,2017,5,2,1,0.0,0.0,7.91,0.0,1.00855,92.9,0.0,SOLEADO
2906,2017,5,2,2,0.0,0.0,7.7,0.0,1.00865,92.88,0.0,SOLEADO
2907,2017,5,2,3,0.0,0.0,7.3,0.0,1.00885,92.67,0.0,SOLEADO
2908,2017,5,2,4,0.0,0.0,7.12,0.0,1.00894,92.67,0.0,SOLEADO
2909,2017,5,2,5,23.04,0.38,7.18,0.0,1.00891,92.67,79.76653729176222,SOLEADO
2910,2017,5,2,6,176.66,0.57,8.99,0.0,1.00801,92.94,607.7549616956795,SOLEADO
2911,2017,5,2,7,380.45,0.68,11.31,0.0,1.00685,92.97,1293.714108202835,SOLEADO
2912,2017,5,2,8,577.33,0.73,16.29,0.0,1.00436,92.98,1912.9131594511252,SOLEADO
2913,2017,5,2,9,762.62,0.77,18.73,0.0,1.00314,92.95,2493.4698590571734,SOLEADO
2914,2017,5,2,10,866.84,0.77,20.33,0.0,1.00234,92.9,2808.4896667955827,SOLEADO
2915,2017,5,2,11,955.23,0.79,21.65,0.0,1.00168,92.83,3070.565772781059,SOLEADO
2916,2017,5,2,12,963.66,0.79,22.68,0.0,1.00116,92.77,3078.38274766101,SOLEADO
2917,2017,5,2,13,865.77,0.74,23.38,0.0,1.00081,92.72,2753.658781137178,SOLEADO
2918,2017,5,2,14,814.24,0.78,23.76,0.0,1.00062,92.66,2582.718887575029,SOLEADO
2919,2017,5,2,15,666.83,0.77,23.82,0.0,1.00059,92.61,2113.3084893355767,SOLEADO
2920,2017,5,2,16,480.0,0.73,23.43,0.0,1.00079,92.57,1523.8045832049934,SOLEADO
2921,2017,5,2,17,272.14,0.67,22.55,0.0,1.00123,92.55,867.8993437514583,SOLEADO
2922,2017,5,2,18,69.52,0.47,21.0,0.0,1.002,92.56,223.604180946432,SOLEADO
2923,2017,5,2,19,0.0,0.0,18.98,0.0,1.00301,92.59,0.0,SOLEADO
2924,2017,5,2,20,0.0,0.0,17.1,0.0,1.00395,92.64,0.0,SOLEADO
2925,2017,5,2,21,0.0,0.0,15.11,0.0,1.00495,92.65,0.0,SOLEADO
2926,2017,5,2,22,0.0,0.0,13.29,0.0,1.00586,92.64,0.0,SOLEADO
2927,2017,5,2,23,0.0,0.0,11.97,0.0,1.00652,92.62,0.0,SOLEADO
2928,2017,5,3,0,0.0,0.0,10.93,0.0,1.00704,92.59,0.0,SOLEADO
2929,2017,5,3,1,0.0,0.0,10.08,0.0,1.00746,92.56,0.0,SOLEADO
2930,2017,5,3,2,0.0,0.0,9.42,0.0,1.00779,92.54,0.0,SOLEADO
2931,2017,5,3,3,0.0,0.0,8.86,0.0,1.00807,92.53,0.0,SOLEADO
2932,2017,5,3,4,0.0,0.0,8.12,0.0,1.00844,92.53,0.0,SOLEADO
2933,2017,5,3,5,26.88,0.41,7.69,0.0,1.00866,92.55,92.6998687379278,SOLEADO
2934,2017,5,3,6,188.27,0.6,10.2,0.0,1.0074,92.58,641.1851330875935,SOLEADO
2935,2017,5,3,7,402.39,0.71,12.66,0.0,1.00617,92.6,1353.3504280205416,SOLEADO
2936,2017,5,3,8,601.12,0.76,17.08,0.0,1.00396,92.6,1975.3031766829536,SOLEADO
2937,2017,5,3,9,766.12,0.77,21.17,0.0,1.00192,92.59,2462.69685565033,SOLEADO
2938,2017,5,3,10,886.48,0.79,23.03,0.0,1.00099,92.56,2820.0565259459972,SOLEADO
2939,2017,5,3,11,954.27,0.79,24.33,0.0,1.00034,92.5,3012.256919406552,SOLEADO
2940,2017,5,3,12,965.64,0.79,25.36,0.0,0.99982,92.43,3028.631973661159,SOLEADO
2941,2017,5,3,13,909.9,0.78,25.99,0.0,0.99951,92.37,2842.075254385651,SOLEADO
2942,2017,5,3,14,801.2,0.77,26.32,0.0,1.00521,92.31,2511.0164894599243,SOLEADO
2943,2017,5,3,15,665.96,0.77,26.25,0.0,1.00521,92.26,2086.769372647913,SOLEADO
2944,2017,5,3,16,481.37,0.73,25.72,0.0,1.00521,92.23,1511.8916397858595,SOLEADO
2945,2017,5,3,17,274.05,0.67,24.7,0.0,1.00521,92.21,864.9569636667593,SOLEADO
2946,2017,5,3,18,73.27,0.48,22.6,0.0,1.00521,92.22,233.70474995677338,SOLEADO
2947,2017,5,3,19,0.0,0.0,20.13,0.0,1.00521,92.25,0.0,SOLEADO
2948,2017,5,3,20,0.0,0.0,18.19,0.0,1.00521,92.3,0.0,SOLEADO
2949,2017,5,3,21,0.0,0.0,16.26,0.0,1.00521,92.31,0.0,SOLEADO
2950,2017,5,3,22,0.0,0.0,14.8,0.0,1.00521,92.29,0.0,SOLEADO
2951,2017,5,3,23,0.0,0.0,13.63,0.0,1.00521,92.27,0.0,SOLEADO
2952,2017,5,4,0,0.0,0.0,12.56,0.0,1.00521,92.23,0.0,NUBLADO
2953,2017,5,4,1,0.0,0.0,11.65,0.0,1.00521,92.2,0.0,NUBLADO
2954,2017,5,4,2,0.0,0.0,11.24,0.0,1.00521,92.17,0.0,NUBLADO
2955,2017,5,4,3,0.0,0.0,11.34,0.0,1.00521,92.14,0.0,NUBLADO
2956,2017,5,4,4,0.0,0.0,10.88,0.0,1.00521,92.12,0.0,NUBLADO
2957,2017,5,4,5,22.54,0.33,10.32,0.0,1.00521,92.14,76.19025515585469,NUBLADO
2958,2017,5,4,6,167.52,0.52,12.73,0.0,1.00521,92.16,560.019915964411,NUBLADO
2959,2017,5,4,7,364.19,0.64,15.04,0.0,1.00521,92.17,1204.3698918824086,NUBLADO
2960,2017,5,4,8,563.27,0.7,19.37,0.0,1.00521,92.18,1824.5069506928776,NUBLADO
2961,2017,5,4,9,693.3,0.7,23.08,0.0,1.00521,92.17,2204.9352829180348,NUBLADO
2962,2017,5,4,10,695.66,0.62,25.02,0.0,1.00521,92.14,2190.4710922144127,NUBLADO
2963,2017,5,4,11,570.27,0.47,26.12,0.0,1.00521,92.09,1784.801126666655,NUBLADO
2964,2017,5,4,12,531.49,0.44,27.05,0.0,1.00521,92.04,1654.7520794307077,NUBLADO
2965,2017,5,4,13,378.02,0.32,26.91,0.0,1.00521,92.02,1177.5118339073292,NUBLADO
2966,2017,5,4,14,558.53,0.53,26.39,0.0,1.00521,91.98,1743.5995308435931,NUBLADO
2967,2017,5,4,15,463.59,0.53,25.84,0.0,1.00521,91.93,1450.437964884419,NUBLADO
2968,2017,5,4,16,309.04,0.47,25.25,0.0,1.00521,91.91,969.5494648459784,NUBLADO
2969,2017,5,4,17,177.44,0.43,24.3,0.0,1.00521,91.89,559.2073546413665,NUBLADO
2970,2017,5,4,18,51.9,0.34,20.93,0.0,1.00521,91.89,166.3108164571077,NUBLADO
2971,2017,5,4,19,0.0,0.0,18.05,0.0,1.00521,91.92,0.0,NUBLADO
2972,2017,5,4,20,0.0,0.0,16.82,0.0,1.00521,91.95,0.0,NUBLADO
2973,2017,5,4,21,0.0,0.0,16.06,0.0,1.00521,91.94,0.0,NUBLADO
2974,2017,5,4,22,0.0,0.0,15.58,0.0,1.00521,91.9,0.0,NUBLADO
2975,2017,5,4,23,0.0,0.0,14.91,0.0,1.00521,91.89,0.0,NUBLADO
2976,2017,5,5,0,0.0,0.0,14.3,0.0,1.00521,91.89,0.0,NUBLADO
2977,2017,5,5,1,0.0,0.0,13.9,0.0,1.00521,91.89,0.0,NUBLADO
2978,2017,5,5,2,0.0,0.0,14.06,0.03,1.00521,91.91,0.0,NUBLADO
2979,2017,5,5,3,0.0,0.0,13.8,0.06,1.00521,91.92,0.0,NUBLADO
2980,2017,5,5,4,0.0,0.0,12.94,0.02,1.00521,91.95,0.0,NUBLADO
2981,2017,5,5,5,18.26,0.25,12.29,0.0,1.00521,91.99,61.05693810202294,NUBLADO
2982,2017,5,5,6,108.6,0.34,14.25,0.0,1.00521,92.01,359.86379950992455,NUBLADO
2983,2017,5,5,7,259.71,0.45,16.04,0.0,1.00521,92.02,853.3747379845091,NUBLADO
2984,2017,5,5,8,429.63,0.53,17.78,0.0,1.00521,92.04,1400.2597346451485,NUBLADO
2985,2017,5,5,9,524.11,0.52,19.78,0.0,1.00521,92.04,1691.704330870993,NUBLADO
2986,2017,5,5,10,688.59,0.61,21.36,0.0,1.00521,92.03,2205.255650560794,NUBLADO
2987,2017,5,5,11,780.79,0.64,22.58,0.0,1.00521,92.0,2484.7414912225154,NUBLADO
2988,2017,5,5,12,736.88,0.6,23.33,0.0,1.00521,91.98,2335.8082853118344,NUBLADO
2989,2017,5,5,13,567.06,0.48,23.48,0.01,1.00521,91.96,1795.7747154584786,NUBLADO
2990,2017,5,5,14,473.55,0.45,22.87,0.02,1.00521,91.94,1503.8580265327212,NUBLADO
2991,2017,5,5,15,442.46,0.51,21.33,0.04,1.00521,91.95,1415.9846119202282,NUBLADO
2992,2017,5,5,16,343.22,0.52,18.92,0.06,1.00521,91.99,1111.8719478538521,NUBLADO
2993,2017,5,5,17,172.73,0.41,17.26,0.1,1.00521,92.06,564.5008401443054,NUBLADO
2994,2017,5,5,18,43.15,0.27,16.08,0.15,1.00521,92.13,141.9278455047618,NUBLADO
2995,2017,5,5,19,0.0,0.0,14.21,0.07,1.00521,92.2,0.0,NUBLADO
2996,2017,5,5,20,0.0,0.0,12.93,0.07,1.00521,92.3,0.0,NUBLADO
2997,2017,5,5,21,0.0,0.0,12.12,0.09,1.00521,92.36,0.0,NUBLADO
2998,2017,5,5,22,0.0,0.0,11.57,0.1,1.00672,92.39,0.0,NUBLADO
2999,2017,5,5,23,0.0,0.0,10.96,0.1,1.00702,92.41,0.0,NUBLADO
3000,2017,5,6,0,0.0,0.0,9.75,0.09,1.00763,92.43,0.0,SOLEADO
3001,2017,5,6,1,0.0,0.0,8.65,0.03,1.00818,92.45,0.0,SOLEADO
3002,2017,5,6,2,0.0,0.0,7.82,0.0,1.00859,92.5,0.0,SOLEADO
3003,2017,5,6,3,0.0,0.0,7.02,0.0,1.00899,92.67,0.0,SOLEADO
3004,2017,5,6,4,0.0,0.0,6.26,0.0,1.00937,92.67,0.0,SOLEADO
3005,2017,5,6,5,33.13,0.44,6.05,0.0,1.00948,92.67,115.35918757932771,SOLEADO
3006,2017,5,6,6,206.97,0.63,8.42,0.0,1.00829,92.71,712.3389822764747,SOLEADO
3007,2017,5,6,7,428.82,0.74,11.0,0.0,1.007,92.76,1457.2294438353122,SOLEADO
3008,2017,5,6,8,610.47,0.76,13.62,0.0,1.00569,92.79,2047.115977628134,SOLEADO
3009,2017,5,6,9,776.29,0.78,15.91,0.0,1.00455,92.81,2572.6014280114814,SOLEADO
3010,2017,5,6,10,902.65,0.8,17.77,0.0,1.00362,92.81,2961.99973154638,SOLEADO
3011,2017,5,6,11,918.63,0.76,19.3,0.0,1.00285,92.8,2989.5635676628654,SOLEADO
3012,2017,5,6,12,974.34,0.8,20.5,0.0,1.00225,92.78,3149.8015982010256,SOLEADO
3013,2017,5,6,13,844.94,0.72,21.34,0.0,1.00183,92.77,2718.830419548823,SOLEADO
3014,2017,5,6,14,790.49,0.75,21.76,0.0,1.00162,92.75,2537.2975143425824,SOLEADO
3015,2017,5,6,15,630.22,0.72,21.74,0.0,1.00163,92.73,2022.649388263558,SOLEADO
3016,2017,5,6,16,481.77,0.73,21.23,0.0,1.00189,92.73,1550.4908987610431,SOLEADO
3017,2017,5,6,17,275.97,0.66,20.15,0.0,1.00243,92.74,893.4451800280094,SOLEADO
3018,2017,5,6,18,82.73,0.51,17.31,0.0,1.00385,92.78,272.0512486457776,SOLEADO
3019,2017,5,6,19,0.0,0.0,13.7,0.0,1.00565,92.84,0.0,SOLEADO
3020,2017,5,6,20,0.0,0.0,12.48,0.0,1.00626,92.93,0.0,SOLEADO
3021,2017,5,6,21,0.0,0.0,11.55,0.0,1.00673,92.98,0.0,SOLEADO
3022,2017,5,6,22,0.0,0.0,10.74,0.0,1.00521,93.0,0.0,SOLEADO
3023,2017,5,6,23,0.0,0.0,10.07,0.0,1.00747,92.99,0.0,SOLEADO
3024,2017,5,7,0,0.0,0.0,9.44,0.0,1.00778,92.98,0.0,SOLEADO
3025,2017,5,7,1,0.0,0.0,8.8,0.0,1.0081,92.95,0.0,SOLEADO
3026,2017,5,7,2,0.0,0.0,8.19,0.0,1.00841,92.94,0.0,SOLEADO
3027,2017,5,7,3,0.0,0.0,7.63,0.0,1.00869,92.93,0.0,SOLEADO
3028,2017,5,7,4,0.0,0.0,7.15,0.0,1.00893,92.67,0.0,SOLEADO
3029,2017,5,7,5,36.46,0.46,7.23,0.0,1.00889,92.67,126.19629865760032,SOLEADO
3030,2017,5,7,6,203.27,0.62,10.58,0.0,1.00721,92.99,693.9749222645762,SOLEADO
3031,2017,5,7,7,396.66,0.68,13.48,0.0,1.00576,93.02,1334.4105326494323,SOLEADO
3032,2017,5,7,8,591.96,0.73,17.88,0.0,1.00356,93.05,1946.3594167785873,SOLEADO
3033,2017,5,7,9,776.63,0.77,20.23,0.0,1.00239,93.05,2521.6367035178428,SOLEADO
3034,2017,5,7,10,885.8,0.78,22.04,0.0,1.00148,93.04,2847.783923100964,SOLEADO
3035,2017,5,7,11,962.12,0.79,23.54,0.0,1.00521,93.0,3080.397360118494,SOLEADO
3036,2017,5,7,12,973.27,0.79,24.72,0.0,1.00014,92.95,3080.5625546404754,SOLEADO
3037,2017,5,7,13,931.12,0.8,25.51,0.0,0.99975,92.89,2932.4869125650353,SOLEADO
3038,2017,5,7,14,822.66,0.78,25.91,0.0,0.99955,92.83,2583.518781799448,SOLEADO
3039,2017,5,7,15,666.95,0.76,25.84,0.0,0.99958,92.77,2093.9650586705193,SOLEADO
3040,2017,5,7,16,477.52,0.72,25.31,0.0,0.99985,92.74,1503.137628437104,SOLEADO
3041,2017,5,7,17,272.85,0.65,24.3,0.0,1.00035,92.74,863.6530677842401,SOLEADO
3042,2017,5,7,18,81.73,0.48,21.61,0.0,1.0017,92.76,262.5780570014143,SOLEADO
3043,2017,5,7,19,0.0,0.0,18.89,0.0,1.00306,92.81,0.0,SOLEADO
3044,2017,5,7,20,0.0,0.0,17.69,0.0,1.00366,92.86,0.0,SOLEADO
3045,2017,5,7,21,0.0,0.0,17.01,0.0,1.004,92.87,0.0,SOLEADO
3046,2017,5,7,22,0.0,0.0,16.61,0.0,1.0042,92.87,0.0,SOLEADO
3047,2017,5,7,23,0.0,0.0,15.97,0.0,1.00452,92.85,0.0,SOLEADO
3048,2017,5,8,0,0.0,0.0,15.13,0.0,1.00494,92.84,0.0,SOLEADO
3049,2017,5,8,1,0.0,0.0,14.12,0.0,1.00544,92.82,0.0,SOLEADO
3050,2017,5,8,2,0.0,0.0,12.73,0.0,1.00614,92.81,0.0,SOLEADO
3051,2017,5,8,3,0.0,0.0,11.52,0.0,1.00674,92.79,0.0,SOLEADO
3052,2017,5,8,4,0.0,0.0,10.53,0.0,1.00724,92.79,0.0,SOLEADO
3053,2017,5,8,5,37.68,0.45,9.76,0.0,1.00762,92.79,128.90826188870037,SOLEADO
3054,2017,5,8,6,212.08,0.63,11.97,0.0,1.00652,92.79,717.3200781545747,SOLEADO
3055,2017,5,8,7,419.27,0.72,14.48,0.0,1.00526,92.79,1399.63775158729,SOLEADO
